id,created_at,updated_at,version,feature_id,outcome,kind,ordinal,dice_count,dice_faces,dice_bonus,dice_average,damage_type,half_damage,condition_id,escape_dc,notes
22699262-4b04-5fe1-8b28-7c4fd254176c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,28e29597-6a57-5041-9f61-c33f072364d1,HIT,DAMAGE,1,6,6,NULL,21,POISON,false,NULL,NULL,NULL
63d3697b-b1dd-5fff-9844-de3f75636269,2026-09-08T00:00:00,2026-09-08T00:00:00,0,aeaf6119-1ef4-5122-a5e3-2545a2f5be43,HIT,DAMAGE,0,3,6,4,14,BLUDGEONING,false,NULL,NULL,NULL
6ad84652-4119-56a9-8b0f-1f0d65d0d19d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f0f64606-3e12-5f25-84b4-f1604466f59a,HIT,DAMAGE,0,1,8,2,6,SLASHING,false,NULL,NULL,NULL
e73292c0-424b-5c26-bc1b-4e68b5f3e78f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,55057de3-2af9-5d42-83eb-8551186dfdd5,ALWAYS,DAMAGE,0,1,10,NULL,5,FIRE,false,NULL,NULL,NULL
b5766050-6f39-5b3b-9bdf-0bcf2c63b39d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bde5964e-e8d0-5061-9ff3-97e84b556db7,HIT,DAMAGE,0,1,10,3,8,BLUDGEONING,false,NULL,NULL,NULL
fa1fd6e7-a61b-5ec5-85f3-23daa98dae17,2026-09-08T00:00:00,2026-09-08T00:00:00,0,bde5964e-e8d0-5061-9ff3-97e84b556db7,HIT,DAMAGE,1,1,6,NULL,3,FIRE,false,NULL,NULL,NULL
6aa0a82b-47b2-577d-a49f-23864f341df1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,de8d87b3-9136-5309-a604-a4efd537d64e,SAVE_FAILURE,DAMAGE,0,9,6,NULL,31,FIRE,false,NULL,NULL,NULL
95f0bf88-4268-55fe-8296-b376e69a0cc3,2026-09-08T00:00:00,2026-09-08T00:00:00,0,de8d87b3-9136-5309-a604-a4efd537d64e,SAVE_FAILURE,DAMAGE,1,9,6,NULL,31,FORCE,false,NULL,NULL,NULL
5bd6b56c-9a70-50d0-b709-c28830b50790,2026-09-08T00:00:00,2026-09-08T00:00:00,0,de8d87b3-9136-5309-a604-a4efd537d64e,SAVE_SUCCESS,DAMAGE,2,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
fb0590b4-b5a6-5e0e-beed-abd124299c82,2026-09-08T00:00:00,2026-09-08T00:00:00,0,0782a45a-2efc-5b4f-985f-a58a21d294b2,ALWAYS,DAMAGE,0,3,8,NULL,13,FIRE,false,NULL,NULL,NULL
c1489d24-8691-5672-a5ba-47ed5e372910,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b5f3f5d7-2e53-5815-a172-31168a2f3025,HIT,DAMAGE,0,3,6,8,18,FORCE,false,NULL,NULL,NULL
1c2d35d4-3b8a-5e09-ad2a-e27cbdac0982,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b5f3f5d7-2e53-5815-a172-31168a2f3025,HIT,DAMAGE,1,5,6,NULL,17,FIRE,false,NULL,NULL,NULL
bcfafea6-7ec5-5c38-86de-bb35f01140bb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,b5f3f5d7-2e53-5815-a172-31168a2f3025,HIT,APPLY_CONDITION,2,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-00000000000c,NULL,NULL
392758ca-ed47-531d-bf48-926c5112cc54,2026-09-08T00:00:00,2026-09-08T00:00:00,0,0160abb2-ea4b-56e1-94c1-cf9a3d086114,HIT,DAMAGE,0,3,8,8,21,FORCE,false,NULL,NULL,NULL
d67f9271-1938-5d21-9591-533deaff3059,2026-09-08T00:00:00,2026-09-08T00:00:00,0,0160abb2-ea4b-56e1-94c1-cf9a3d086114,HIT,DAMAGE,1,4,10,NULL,22,LIGHTNING,false,NULL,NULL,NULL
b03490d9-532e-5f8b-ab8b-affb957ed02f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,81ec4477-af63-589f-9206-d9441fbf9c80,HIT,DAMAGE,0,1,6,1,4,SLASHING,false,NULL,NULL,NULL
21f91c1a-77a5-5d00-87b6-245cd3c50029,2026-09-08T00:00:00,2026-09-08T00:00:00,0,2ad40f51-6f8a-50f6-b2db-8c352c60764f,HIT,DAMAGE,0,1,8,1,5,PIERCING,false,NULL,NULL,NULL
a2872493-257d-58a8-865a-47ac9e73a3a4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,79c212be-4781-5b70-8fb2-20979a37901b,HIT,DAMAGE,0,1,6,3,6,SLASHING,false,NULL,NULL,NULL
82409627-bdaf-5c36-ae0d-eeb0a8e3107b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,25caa673-2bf5-54b8-858e-199ff175f212,HIT,DAMAGE,0,1,10,3,8,PIERCING,false,NULL,NULL,NULL
f9530067-ceed-5867-8d7f-fda4c63ea4e0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,975e3804-a0bb-5d74-8d20-aa3508ab400a,ALWAYS,DAMAGE,0,1,10,NULL,5,PIERCING,false,NULL,NULL,NULL
34efcc5c-b221-5dee-91ac-eaad763c7340,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a4563f96-984a-5fa4-992b-92621dd24908,HIT,DAMAGE,0,2,6,3,10,PIERCING,false,NULL,NULL,NULL
79f18565-49ea-5989-8cae-6dd4d96d0ccb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a4563f96-984a-5fa4-992b-92621dd24908,HIT,APPLY_CONDITION,1,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-000000000006,13,NULL
68cfa13c-726d-5be3-b468-d111c8ab3b65,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1c34c955-5f51-5a37-befa-87486a5edce4,HIT,DAMAGE,0,2,10,3,14,SLASHING,false,NULL,NULL,NULL
0eb22b80-5925-5316-947f-e63d7df60d86,2026-09-08T00:00:00,2026-09-08T00:00:00,0,191d6f01-de3e-53b4-bc70-26b4d1364928,HIT,DAMAGE,0,5,6,NULL,17,FIRE,false,NULL,NULL,NULL
13db1a07-29d0-5b50-ad58-0aba4bf69a31,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e8cb55f7-5a34-5d0b-93d2-bcf4b30f9e7e,HIT,DAMAGE,0,2,6,3,10,PIERCING,false,NULL,NULL,NULL
ae074b66-6865-5244-bf79-5561cbc7830b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,e8cb55f7-5a34-5d0b-93d2-bcf4b30f9e7e,HIT,DAMAGE,1,2,6,NULL,7,POISON,false,NULL,NULL,NULL
d2fc3fb1-c118-59b7-8769-b13f2a3275c2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,313a1e8e-bd06-574c-baa6-6cfb7653a01f,SAVE_FAILURE,APPLY_CONDITION,0,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-00000000000d,NULL,NULL
e3ed719c-9ac3-57cd-99c3-e579e3498c66,2026-09-08T00:00:00,2026-09-08T00:00:00,0,313a1e8e-bd06-574c-baa6-6cfb7653a01f,SAVE_FAILURE,APPLY_CONDITION,1,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-00000000000a,NULL,NULL
4095d112-601e-50ef-a72f-666f93aff51f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1c6749cf-314e-52e1-8faa-f8af5c2e86eb,HIT,DAMAGE,0,1,8,3,7,PIERCING,false,NULL,NULL,NULL
392bd360-20aa-5875-9753-1e3bebd66469,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1c6749cf-314e-52e1-8faa-f8af5c2e86eb,HIT,APPLY_CONDITION,1,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-00000000000b,NULL,NULL
34d46756-394c-536b-a12d-93bb4fa707de,2026-09-08T00:00:00,2026-09-08T00:00:00,0,647fc75b-2fdf-5ff2-85a4-d85fc424a5e5,HIT,DAMAGE,0,1,10,3,8,SLASHING,false,NULL,NULL,NULL
6db655fc-693a-5018-8bb3-9b956bd2f584,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1a0b7afb-e3a4-593a-b9e6-dbb1716de066,HIT,DAMAGE,0,2,12,6,19,PIERCING,false,NULL,NULL,NULL
7f14fdd8-52b7-58f9-8a8f-f309ce19833b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1a0b7afb-e3a4-593a-b9e6-dbb1716de066,HIT,DAMAGE,1,2,10,NULL,11,LIGHTNING,false,NULL,NULL,NULL
bbcbfc89-3cd4-5cc2-90a3-687b0a495d65,2026-09-08T00:00:00,2026-09-08T00:00:00,0,77734d94-a46a-5c55-80c5-5129664a3bee,SAVE_FAILURE,DAMAGE,0,5,8,6,28,BLUDGEONING,false,NULL,NULL,NULL
4ee9b4d7-b5fb-5158-a356-baa8c361a5a4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,77734d94-a46a-5c55-80c5-5129664a3bee,SAVE_FAILURE,APPLY_CONDITION,1,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-000000000006,16,NULL
ad9ceb08-e835-589c-92db-5acbf17ae328,2026-09-08T00:00:00,2026-09-08T00:00:00,0,77734d94-a46a-5c55-80c5-5129664a3bee,SAVE_FAILURE,APPLY_CONDITION,2,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-00000000000d,16,NULL
10aa32ad-c534-55ca-b57f-8085ca0d2b9e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,60ac0d22-27f7-54c6-bd9c-7e5b38c14201,SAVE_FAILURE,DAMAGE,0,12,10,NULL,66,LIGHTNING,false,NULL,NULL,NULL
0d23a44a-f731-516e-8724-dc844df287c7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,60ac0d22-27f7-54c6-bd9c-7e5b38c14201,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
224485ef-0509-59c8-8d91-03daaffbe0d7,2026-09-08T00:00:00,2026-09-08T00:00:00,0,525f68a6-223a-5faa-b530-6a1f8ad484fe,SAVE_FAILURE,DAMAGE,0,6,6,NULL,21,ACID,false,NULL,NULL,NULL
38a8a80f-5c93-5b64-b82f-4b50e85c0532,2026-09-08T00:00:00,2026-09-08T00:00:00,0,525f68a6-223a-5faa-b530-6a1f8ad484fe,SAVE_FAILURE,APPLY_CONDITION,1,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-00000000000c,NULL,NULL
a452a327-9db9-5f81-9566-7c2f3fe35760,2026-09-08T00:00:00,2026-09-08T00:00:00,0,38cd1e77-8d7c-5511-854e-a0ff2868a5b5,HIT,DAMAGE,0,1,12,3,9,SLASHING,false,NULL,NULL,NULL
a36d1f85-c748-5b9e-be73-2659bd1b1e23,2026-09-08T00:00:00,2026-09-08T00:00:00,0,518bb598-3610-5100-b658-de3147a81646,HIT,DAMAGE,0,1,6,2,5,SLASHING,false,NULL,NULL,NULL
b0f82bfe-d6c1-5ced-9d63-3f9a4aa15e39,2026-09-08T00:00:00,2026-09-08T00:00:00,0,518bb598-3610-5100-b658-de3147a81646,HIT,DAMAGE,1,1,4,NULL,2,ACID,false,NULL,NULL,NULL
1e8ea75f-977c-5c31-8c5e-48e0ef47334a,2026-09-08T00:00:00,2026-09-08T00:00:00,0,69885f57-254e-5bf0-96b3-f13fdbd7102e,SAVE_FAILURE,DAMAGE,0,5,8,NULL,22,ACID,false,NULL,NULL,NULL
d527336a-5723-55f4-919a-58c7a4201625,2026-09-08T00:00:00,2026-09-08T00:00:00,0,69885f57-254e-5bf0-96b3-f13fdbd7102e,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
0a38ef05-be63-51ec-a741-4655d3e885c0,2026-09-08T00:00:00,2026-09-08T00:00:00,0,6305106a-a7c9-5d01-ad12-ee40dd35c92b,HIT,DAMAGE,0,2,4,4,9,SLASHING,false,NULL,NULL,NULL
a5f50984-01b9-5185-afc6-cd5e49c79e96,2026-09-08T00:00:00,2026-09-08T00:00:00,0,6305106a-a7c9-5d01-ad12-ee40dd35c92b,HIT,DAMAGE,1,1,6,NULL,3,ACID,false,NULL,NULL,NULL
7e68f146-b18c-5e73-9840-feea8b963efb,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f3f850aa-c127-578a-894b-a029c26d6a3c,SAVE_FAILURE,DAMAGE,0,14,6,NULL,49,ACID,false,NULL,NULL,NULL
80effaf3-a1c6-5977-b86a-ce678bb1217b,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f3f850aa-c127-578a-894b-a029c26d6a3c,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
9134c141-53fb-5560-af33-9e3ed6b80bad,2026-09-08T00:00:00,2026-09-08T00:00:00,0,4063062c-e0a3-5ae3-8014-a942e5bb97cb,HIT,DAMAGE,0,2,6,6,13,SLASHING,false,NULL,NULL,NULL
48b21d93-d1a3-5af6-8864-3cfd205b2dbe,2026-09-08T00:00:00,2026-09-08T00:00:00,0,4063062c-e0a3-5ae3-8014-a942e5bb97cb,HIT,DAMAGE,1,1,8,NULL,4,ACID,false,NULL,NULL,NULL
47965565-326b-503b-92cd-d0728f91f7f6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,82fca83f-d2aa-54da-934c-f42cfec9239c,SAVE_FAILURE,DAMAGE,0,12,8,NULL,54,ACID,false,NULL,NULL,NULL
d6bdb89e-790b-51f1-9abe-47949f9407e5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,82fca83f-d2aa-54da-934c-f42cfec9239c,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
d123b15c-eb69-5fe3-b869-e653c6eb6872,2026-09-08T00:00:00,2026-09-08T00:00:00,0,97e8d840-bdbb-56fd-a713-31c9bd7fac18,SAVE_FAILURE,DAMAGE,0,4,10,NULL,22,POISON,false,NULL,NULL,NULL
c4b9b7c4-5999-53f5-a604-ee9fb543c4d2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,221d782a-e113-5447-87e4-afce78b383a7,HIT,DAMAGE,0,2,8,8,17,SLASHING,false,NULL,NULL,NULL
c4ab2f0e-7085-562b-aee9-f5a36db31ce6,2026-09-08T00:00:00,2026-09-08T00:00:00,0,221d782a-e113-5447-87e4-afce78b383a7,HIT,DAMAGE,1,2,8,NULL,9,ACID,false,NULL,NULL,NULL
db8e6e55-98ff-5c00-aa0f-284edf00d40f,2026-09-08T00:00:00,2026-09-08T00:00:00,0,58b5b76a-a4b7-5cd7-b095-83f07a4f61d9,SAVE_FAILURE,DAMAGE,0,15,8,NULL,67,ACID,false,NULL,NULL,NULL
391548d2-b603-50cf-9733-fa5b00065552,2026-09-08T00:00:00,2026-09-08T00:00:00,0,58b5b76a-a4b7-5cd7-b095-83f07a4f61d9,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
1b760838-375f-55c0-a0f5-7f3f67bfd4e2,2026-09-08T00:00:00,2026-09-08T00:00:00,0,8ab0224e-ddb0-5f77-b748-5ec68902446b,SAVE_FAILURE,DAMAGE,0,6,10,NULL,33,POISON,false,NULL,NULL,NULL
a4e2c79e-d069-5664-a319-268ffebb905c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c2b18f32-6167-55ca-b520-8760289e6f6d,ALWAYS,DAMAGE,0,1,8,NULL,4,ACID,false,NULL,NULL,NULL
f67df1c6-ee0e-5a98-909b-03811d054d13,2026-09-08T00:00:00,2026-09-08T00:00:00,0,f24ce56b-306a-5497-9e40-e356361c3b76,HIT,DAMAGE,0,4,6,3,17,ACID,false,NULL,NULL,NULL
50b5052f-1e37-536b-9943-b550c4f150b5,2026-09-08T00:00:00,2026-09-08T00:00:00,0,dda68605-d404-50c5-b690-0efd62629947,HIT,DAMAGE,0,1,4,3,5,PIERCING,false,NULL,NULL,NULL
89b1cd02-bf2a-5597-b440-fa0d79f393a1,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a05290ef-12ce-5e51-8dca-ada6ff5bb6c2,HIT,DAMAGE,0,1,10,3,8,SLASHING,false,NULL,NULL,NULL
2f8bac8a-dacb-5e1f-bd60-e09807a9f7cf,2026-09-08T00:00:00,2026-09-08T00:00:00,0,a05290ef-12ce-5e51-8dca-ada6ff5bb6c2,HIT,DAMAGE,1,1,6,NULL,3,LIGHTNING,false,NULL,NULL,NULL
52626a29-d2c4-54b0-85a3-745c74b3121d,2026-09-08T00:00:00,2026-09-08T00:00:00,0,dafd3854-b8aa-5d8c-ae0b-616be1720632,SAVE_FAILURE,DAMAGE,0,6,6,NULL,21,LIGHTNING,false,NULL,NULL,NULL
f546f489-6a45-5d95-a7ad-830a4169205e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,dafd3854-b8aa-5d8c-ae0b-616be1720632,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
9c69bbd3-2abb-5556-8686-3f5c40ae8870,2026-09-08T00:00:00,2026-09-08T00:00:00,0,539936c4-a6ee-50eb-84b1-6c727d315385,HIT,DAMAGE,0,2,6,5,12,SLASHING,false,NULL,NULL,NULL
1b40e2a2-2081-5eb3-8940-ab63d5ed3288,2026-09-08T00:00:00,2026-09-08T00:00:00,0,539936c4-a6ee-50eb-84b1-6c727d315385,HIT,DAMAGE,1,1,10,NULL,5,LIGHTNING,false,NULL,NULL,NULL
3d3daba5-2a51-549e-a94b-31569a0b89bc,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d366ecf3-d3c3-56c0-89b5-72b814fdfff8,SAVE_FAILURE,DAMAGE,0,10,10,NULL,55,LIGHTNING,false,NULL,NULL,NULL
e9e812af-b6f0-54df-a7e2-73dbf428b62e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,d366ecf3-d3c3-56c0-89b5-72b814fdfff8,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
01be1620-e31e-5100-8da6-fd11938373f4,2026-09-08T00:00:00,2026-09-08T00:00:00,0,771c9a66-97f0-5185-bc37-1e4f433d8365,HIT,DAMAGE,0,2,8,7,16,SLASHING,false,NULL,NULL,NULL
947bfaba-2589-5782-8a22-536e137af378,2026-09-08T00:00:00,2026-09-08T00:00:00,0,771c9a66-97f0-5185-bc37-1e4f433d8365,HIT,DAMAGE,1,1,10,NULL,5,LIGHTNING,false,NULL,NULL,NULL
797c6202-f814-56b0-a884-669936012509,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1783f96f-29bc-5c32-85f2-451f1635cd4e,SAVE_FAILURE,DAMAGE,0,11,10,NULL,60,LIGHTNING,false,NULL,NULL,NULL
b11c35e4-aa3a-5cb8-8eab-02681d7d8175,2026-09-08T00:00:00,2026-09-08T00:00:00,0,1783f96f-29bc-5c32-85f2-451f1635cd4e,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
d698f831-e578-50cc-ae4d-88da87e40e87,2026-09-08T00:00:00,2026-09-08T00:00:00,0,6ffcf8ea-56c2-5967-a94a-2d4da6407357,HIT,DAMAGE,0,2,8,9,18,SLASHING,false,NULL,NULL,NULL
709bdf32-40fc-5d14-8ba3-93d4454bf42e,2026-09-08T00:00:00,2026-09-08T00:00:00,0,6ffcf8ea-56c2-5967-a94a-2d4da6407357,HIT,DAMAGE,1,2,10,NULL,11,LIGHTNING,false,NULL,NULL,NULL
7b8fc1c9-8a59-5d82-b414-5e9815c7f77c,2026-09-08T00:00:00,2026-09-08T00:00:00,0,68def734-65ee-5bd2-b3be-526ef9175e9b,SAVE_FAILURE,DAMAGE,0,16,10,NULL,88,LIGHTNING,false,NULL,NULL,NULL
719e542b-f05b-5c02-b130-8f0c120fda88,2026-09-08T00:00:00,2026-09-08T00:00:00,0,68def734-65ee-5bd2-b3be-526ef9175e9b,SAVE_SUCCESS,DAMAGE,1,NULL,NULL,NULL,NULL,NULL,true,NULL,NULL,NULL
56ebea5e-776a-523b-93c3-8dccd09a1a41,2026-09-08T00:00:00,2026-09-08T00:00:00,0,236643a2-20fd-5018-bc6c-9265ec99b208,HIT,DAMAGE,0,2,8,4,13,SLASHING,false,NULL,NULL,NULL
58771824-6eba-5467-b632-16c21ba3ec72,2026-09-08T00:00:00,2026-09-08T00:00:00,0,63158f53-ce14-549b-973e-4a7955a4449a,HIT,DAMAGE,0,2,10,4,15,PIERCING,false,NULL,NULL,NULL
12b2acda-cb45-57ba-b625-6ffb7bb329cc,2026-09-08T00:00:00,2026-09-08T00:00:00,0,63158f53-ce14-549b-973e-4a7955a4449a,HIT,DAMAGE,1,4,8,NULL,18,POISON,false,NULL,NULL,NULL
965e8593-77f6-5226-8e1a-6f49daa19f29,2026-09-08T00:00:00,2026-09-08T00:00:00,0,63158f53-ce14-549b-973e-4a7955a4449a,HIT,APPLY_CONDITION,2,NULL,NULL,NULL,NULL,NULL,false,c04d0000-0000-4000-a000-00000000000b,NULL,NULL
80c50cf7-d714-561f-ade3-eb05b3180209,2026-09-08T00:00:00,2026-09-08T00:00:00,0,c3fd17b5-f7fc-5147-bce8-a3c7d5643c04,HIT,DAMAGE,0,1,10,2,7,SLASHING,false,NULL,NULL,NULL
